T2R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
172.712,172.463,181.171,231.412,264.486,238.15,243.625,289.229,316.134,283.061,415.724,315.431,231.336,214.651,198.107,200.07,231.147,190.467
169.764,170.682,183.132,227.099,274.389,237.959,252.299,296.362,320.616,300.003,429.966,318.123,230.942,209.326,199.912,202.143,228.416,185.171
167.618,168.169,183.599,230.675,279.453,238.721,251.243,296.902,304.069,289.543,444.583,319.419,237.018,209.073,191.521,202.638,226.45,173.159
170.515,169.318,186.757,227.094,267.633,238.32,257.604,293.138,312.522,279.412,450.071,336.924,235.02,202.792,189.05,202.287,228.332,175.325
169.074,173.816,184.368,227.574,275.148,239.038,259.615,300.457,318.75,287.99,473.917,342.507,236.025,200.343,187.456,199.25,234.416,186.677
174.478,171.635,181.344,226.823,270.325,231.674,257.069,301.285,302.991,273.759,471.071,333.941,235.268,207.982,190.298,200.923,231.391,188.802
167.608,170.153,181.294,227.832,266.997,237.261,260.153,296.737,297.028,255.733,453.752,337.457,236.136,206.689,191.571,204.283,231.704,186.567
167.621,167.815,182.261,231.647,276.64,232.845,269.819,299.846,285.016,253.624,454.38,344.411,240.194,207.757,192.765,202.428,230.103,182.665
169.438,172.523,188.399,233.32,268,234.56,266.021,295.75,279.834,240.974,463.81,358.633,237.927,206.196,193.08,199.479,229.622,171.098
169.877,173.389,187.82,225.721,270.695,233.252,271.819,320.479,278.903,235.897,461.914,367.24,229.694,208.006,184.525,198.953,224.365,172.174
173.815,173.084,186.621,227.528,268.145,236.182,301.701,318.285,272.812,221.566,448.39,381.924,240.944,209.199,185.076,196.893,221.26,174.406
173.82,173.063,186.592,232.659,272.315,235.804,325.792,314.492,261.612,223.119,419.917,440.868,264.407,215.789,192.109,196.834,229.545,182.435
184.446,180.995,190.202,237.364,281.035,251.66,338.562,303.069,265.506,219.141,388.11,494.261,307.684,226.32,201.334,207.692,237.62,195.831
191.505,185.413,195.395,244.783,284.518,267.185,365.913,288.051,267.534,219.048,356.11,532.9,336.985,235.894,207.912,210.105,258.869,202.374
192.894,193.366,203.772,264.588,290.585,291.311,370.458,283.005,269.413,218.367,343.209,535.639,378.705,244.933,212.985,214.369,258.458,205.098
191.224,193.795,197.827,264.726,312.518,356.047,368.948,283.681,262.569,220.923,323.571,556.114,439.338,260.258,223.861,217.383,258.807,207.117
187.074,190.69,199.982,270.47,333.315,403.865,370.49,279.779,257.206,213.309,315.482,521.625,473.667,276.906,219.849,222.514,266.874,218.21
185.421,190.403,200.035,270.092,366.55,431.73,353.163,276.152,266.069,217.559,307.515,501.531,526.907,278.501,224.456,225.785,271.576,217.787
179.037,183.361,196.239,276.952,399.653,472.672,323.385,272.085,264.541,210.235,300.196,462.892,530.947,293.484,226.597,218.659,257.013,215.557
173.52,178.644,189.818,279.514,489.453,465.238,300.611,274.88,272.4,204.961,288.242,429.581,528.192,319.842,230.191,214.185,244.923,207.768
177.335,174.645,188.419,311.334,604.556,457.402,285.441,272.609,259.938,215.614,283.684,372.551,477.667,373.317,233.158,209.477,231.54,194.171
171.027,171.039,194.908,365.889,715.473,403.742,273.08,267.17,259.025,210.707,290.847,349.751,433.045,405.718,228.252,206.935,228.535,188.951
168.978,173.097,195.901,413.659,764.068,358.531,266.472,275.691,259.334,207.421,286.742,326.962,379.586,430.545,243.569,208.196,218.085,178.8
173.692,172.671,208.689,516.32,734.855,326.768,256.698,274.319,254.978,207.244,286.061,317.988,332.066,413.982,262.235,210.645,216.918,172.054
168.953,175.647,224.757,601.551,665.55,295.63,255.528,264.992,255.225,211.035,279.758,307.446,290.859,368.994,272.746,212.909,208.496,170.227
168.424,181.839,241.16,639.894,573.138,279.982,261.267,264.444,251.981,204.878,277.635,299.202,277.598,338.164,285.517,220.981,212.244,166.875
169.791,185.502,260.246,608.488,498.82,262.302,249.365,270.973,256.834,207.768,279.911,303.557,259.952,300.68,273.412,226.374,210.743,167.198
166.579,193.116,283.436,512.166,430.833,254.865,258.851,268.88,260.128,204.431,277.025,295.704,256.755,269.768,252.128,239.633,210.35,164.77
169.544,201.184,287.914,430.551,388.765,246.267,251.132,265.737,251.172,204.823,270.782,296.032,254.253,242.933,234.08,246.472,216.527,165.577
170.392,219.75,261.151,370.846,353.592,244.889,249.5,272.372,252.419,202.26,272.788,287.372,244.409,231.595,220.691,243.818,226.098,165.8
177.02,231.265,240.765,323.366,337.891,242.672,252.625,269.444,259.053,198.733,273.617,286.821,246.361,226.39,205.595,225.374,247.247,169.32
183.333,232.313,227.211,300.177,333.212,244.1,257.802,268.399,259.188,203.383,269.613,283.941,241.144,219.39,194.681,215.437,251.118,173.095
186.16,225.423,214.98,287.608,317.807,238.947,249.67,268.447,258.125,202.138,269.331,286.141,237.379,222.22,197.195,205.248,246.396,179.142
185.717,207.352,203.029,275.18,316.572,237.196,261.542,268.676,253.844,208.395,270.018,289.522,237.316,221.035,193.748,196.619,235.414,179.208
178.099,197.732,206.502,276.032,312.553,239.622,253.583,271.75,252.081,203.884,272.804,288.296,240.21,224.839,190.391,197.196,217.936,175.452
176.305,185.982,202.647,268.426,301.801,238.85,254.573,264.186,253.906,204.878,271.672,287.323,237.508,221.015,190.807,197.986,211.275,172.557
173.384,187.376,205.748,271.802,297.209,235.232,250.597,265.476,254.519,205.74,263.485,288.305,235.813,215.718,187.658,196.848,214.838,169.697
176.613,183.666,200.583,264.839,298.932,235.563,246.66,266.269,258.444,204.99,268.801,284.422,227.944,214.419,186.826,195.785,211.545,169.995
173.254,181.492,199.507,263.41,292.453,236.991,251.795,267.559,254.5,202.605,270.497,280.534,235.356,204.903,188.393,195,209.527,169.186
174.584,181.048,196.897,261.839,295.238,236.035,252.09,264.186,249.238,208.646,265.064,275.284,232.414,211.331,184.79,193.624,213.735,169.496
175.951,179.91,195.963,262.134,296.196,237.367,252.097,267.649,254.147,205.9,267.359,274.839,234.432,212.214,188.744,193.631,215.057,176.736
170.475,182.506,195.217,259.136,289.302,234.595,251.309,262.348,252.547,203.965,262.92,282.056,232.788,208.642,188.838,198.893,217.239,179.631
169.549,175.765,196.805,252.346,297.74,234.93,248.622,270.247,252.784,204.814,268.488,278.481,225.508,211.619,186.334,197.568,222.532,184.462
169.719,175.897,191.895,249.742,285.367,233.935,246.514,270.606,252.009,207.637,264.028,281.416,229.727,214.176,183.861,197.332,219.902,180.134
166.897,174.9,195.25,250.869,286.145,234.422,252.774,267.165,258.394,204.836,273.632,285.176,235,215.067,185.061,195.477,215.635,176.112
172.052,177.923,192.546,250.535,283.852,240.598,253.656,265.149,282.447,221.495,288.466,274.633,230.558,208.135,185.624,195.871,221.265,175.565
172.744,180.597,196.737,249.834,281.859,230.604,251.924,271.742,307.472,242.424,299.558,276.906,228.962,205.669,185.332,192.463,217.62,176.922
186.862,184.158,197.638,250.104,279.839,230.493,257.601,275.811,329.072,260.614,314.555,280.616,231.29,204.827,179.244,193.103,222.56,187.553
187.167,186.382,197.344,240.574,280.209,231.739,247.757,279.771,337.587,290.051,343.144,283.17,231.525,199.886,183.105,194.593,228.743,192.222
184.037,184.66,194.61,245.631,273.926,229.786,257.087,284.976,373.344,306.09,362.607,285.845,230.323,197.557,179.918,189.815,231.334,187.391
186.468,185.118,192.728,243.963,279.804,232.44,255.424,290.019,376.544,324.392,372.411,294.413,227.346,199.757,177.723,189.061,231.118,192.626
184.978,180.558,193.118,238.479,276.341,229.551,257.247,289.822,409.337,356.357,412.503,296.677,226.427,200.589,181.811,193.428,223.584,188.839
178.744,177.402,191.252,240.41,271.325,232.848,255.08,304.745,445.422,377.302,428.997,299.126,223.452,195.056,177.548,185.43,218.997,177.655
174.618,177.695,192.732,239.846,267.367,230.038,256.385,305.476,450.188,407.286,470.282,306.739,225.588,197.575,177.374,187.091,206.967,169.007
171.342,175.297,199.68,241.152,272.904,232.666,268.938,316.971,464.666,419.698,489.156,333.006,232.068,195.279,175.244,191.182,201.751,165.79
168.081,173.124,198.575,242.281,272.82,227.452,261.764,332.059,478.466,420.524,514.837,333.457,233.636,196.1,178.074,189.04,196.617,158.748
167.837,174.048,195.094,240.528,278.354,229.642,272.222,330.673,473.541,426.691,523.172,347.05,228.957,199.32,179.263,186.519,194.113,163.169
166.64,172.958,199.353,242.207,278.923,231.754,270.615,328.13,474.153,428.868,516.782,359.806,236.005,197.015,179.399,188.895,195.455,158.853
166.527,173.123,191.914,248.145,280.987,237.422,274.243,325.332,431.837,400.061,525.12,357.314,233.306,196.106,178.897,187.937,192.54,158.763
164.239,168.652,192.603,242.744,272.113,234.674,267.177,310.566,408.859,367.029,474.767,345.141,233.005,199.138,177.962,186.713,193.051,160.614
166.293,169.415,191.268,242.065,275.971,233.569,266.826,307.375,390.472,352.91,443.206,339.862,232.455,198.235,176.893,188.734,193.373,159.377
167.138,173.129,196.64,238.472,273.016,233.897,269.122,305.12,377.319,359.592,440.42,327.179,228.083,199.944,176.485,188.236,194.195,165.555
169.66,174.005,193.482,241.242,275.106,231.666,273.174,311.072,368.625,354.096,452.337,337.771,235.116,199.551,178.92,191.451,208.735,173.685
164.924,171.669,190.888,238.124,275.711,230.93,280.101,301.766,349.331,321.9,423.939,331.317,231.169,200.716,181.634,190.815,212.208,178.848
164.163,172.984,189.772,233.502,275.958,230.812,263.049,294.915,330.197,306.203,412.313,328.032,231.682,201.026,179.095,191.678,207.756,183.724
168.512,173.566,188.026,236.809,269.585,232.836,256.906,288.327,324.906,292.804,385.236,310.044,237.21,200.504,180.296,190.528,214.175,182.985
166.998,172.484,187.689,230.601,274.826,233.144,261.469,289.391,331.003,303.434,392.38,325.305,234.591,198.739,181.91,195,214.306,174.721
169.613,173.448,196.746,231.065,276.376,229.399,270.625,300.059,346.884,310.727,402.393,312.065,237.455,198.968,181.122,195.453,225.257,179.966
174.581,179.635,191.575,240.79,275.045,231.103,275.132,300.372,331.231,312.72,399.448,322.346,226.972,203.082,184.017,196.521,237.653,198.597
190.222,195.037,206.195,263.207,283.887,232.771,271.441,288.827,312.047,279.289,374.62,316.777,236.54,211.698,199.868,215.068,260.848,211.648
223.461,223.569,248.39,366.945,341.772,240.672,264.868,282.665,299.969,261.418,347.172,319.446,256.394,253.959,222.992,232.643,277.959,221.604
232.709,239.619,260.134,421.664,389.383,250.246,266.069,279.63,300.053,241.99,319.798,311.798,263.947,273.44,233.74,244.841,285.244,223.262
243.542,259.313,285.529,461.339,434.842,256.625,267.861,272.809,281.616,239.148,315.613,321.754,275.997,287.106,237.053,247.914,286.576,224.787
250.296,265.713,294.89,498.415,461.312,261.094,265.826,275.628,277.559,231.92,300.058,310.721,276.654,292.982,244.134,250.301,287.203,233.254
243.99,268.239,293.11,482.65,454.987,258.135,267.028,274.066,278.878,227.566,300.39,321.824,273.588,285.235,239.347,244.9,284.961,225.785
251.596,272.906,298.379,495.106,470.669,256.912,266.924,276.362,268.059,221.984,290.288,308.507,272.876,287.598,242.634,243.799,283.789,224.829
254.406,276.56,301.871,513.661,475.54,263.012,263.587,271.029,268.072,220.032,281.043,301.07,276.414,282.065,238.735,242.93,292.368,227.9
255.771,281.958,306.154,508.553,479.521,266.217,258.465,265.303,267.975,218.495,284.745,301.513,268.081,280.387,232.223,237.308,285.517,227.729
262.212,283.637,309.741,508.892,497.035,271.284,259.524,270.04,268.453,216.994,279.055,298.736,266.194,277.217,220.721,233.43,274.344,222.037
259.564,288.152,318.351,531.809,517.662,271.669,255.08,270.617,265.35,211.987,281.77,293.364,263.5,259.372,218.58,232.495,266.751,225.323
247.409,276.953,309.342,496.643,486.756,269.111,263.312,267.617,260.228,214.376,275.727,292.452,258.02,240.566,204.76,213.343,257.692,213.01
249,279.698,306.298,483.756,487.904,267.029,259.368,271.234,263.594,214.884,266.595,286.853,246.598,233.279,199.536,207.785,243.036,212.015
245.906,273.015,294.93,467.353,469.238,255.938,256.913,266.856,258.603,208.524,269.178,287.261,238.768,219.029,188.517,194.079,235.239,206.13
233.3,270.906,287.485,460.859,458.878,251.249,255.26,265.104,254.697,207.537,277.831,280.877,236.821,217.587,184.048,187.589,226.018,197.949
239.037,262.61,286.224,436.793,437.894,251.343,257.323,268.011,264.05,207.518,270.221,285.091,233.543,214.915,182,180.056,227.272,200.692
233.808,262.124,284.395,423.32,428.502,249.375,254.799,264.34,264.559,206.579,270.396,276.566,233.664,209.595,179.826,178.89,220.625,192.609
235.424,260.635,279.507,420.24,425.392,250.795,264.236,268.178,254.334,206.508,271.702,280.935,235.384,204.443,178.067,175.864,229.365,198.433
236.709,266.116,280.711,415.661,429.386,249.754,263.799,265.686,256.303,209.064,273.761,275.883,230.626,207.22,178.983,178.343,229.172,195.051
240.709,268.695,277.985,423.168,426.997,251.191,260.653,263.827,260.688,206.334,262.914,275.63,229.967,205.73,177.95,174.703,229.231,202.152
237.527,264.653,283.671,423.2,434.421,250.334,257.833,266.843,249.594,204.653,264.316,277.633,232.71,205.777,178.439,172.883,228.776,198.413
244.244,272.403,282.428,425.122,443.804,250.522,252,270.154,251.384,199.476,266.684,281.783,234.068,209.68,175.412,173.988,226.648,201.073
241.709,266.71,281.575,428.069,446.929,254.909,253.451,264.699,245.887,202.174,270.46,278.106,234.886,207.343,176.059,168.579,224.553,200.007
242.315,268.455,285.814,428.922,455.305,254.598,255.288,264.136,250.825,201.495,268.933,278.915,229.146,209.88,175.16,169.29,220.193,197.672
247.958,268.073,282.029,446.528,455.749,258.648,260.281,268.242,248.475,203.633,273.552,278.141,234.109,212.161,177.363,170.093,209.524,201.457
249.946,263.187,292.261,444.396,475.736,263.088,260.219,269.351,249.003,208.904,269.997,282.161,238.78,208.669,178.803,166.238,205.46,197.073
248.872,268.323,290.864,466.747,491.016,267.279,260.451,264.593,247.834,206.711,268.626,277.317,241.301,210.106,175.87,168.624,193.154,196.303
247.709,267.589,301.884,497.629,518.347,278.768,258.993,268.944,250.303,203.508,266.123,286.833,238.765,207.889,173.851,167.451,188.144,187.885
239.943,260.345,294.651,497.871,527.563,283.648,261.146,267.782,249.781,201.605,266.451,285.053,241.513,212.091,178.557,166.621,177.802,177.311
223.579,243.889,287.868,489.659,512.158,275.686,268.097,263.104,258.331,201.669,273.279,285.106,240.068,216.818,180.538,167.136,172.398,174.452
218.135,229.268,264.221,495.705,516.457,272.663,266.188,265.463,259.638,202.006,270.405,285.457,248.465,237.22,195.891,171.64,168.895,164.846
207.594,212.029,257.752,514.005,553.595,281.698,265.399,274.12,255.253,205.023,272.39,300.317,276.394,283.155,215.464,175.561,171.761,166.061
196.7,205.237,246.423,510.756,604.334,285.71,269.035,268.769,257.481,204.277,278.319,314.633,295.568,321.284,228.086,174.472,169.026,159.377
191.916,194.135,232.754,492.993,631.167,327.188,282.274,272.008,254.331,211.633,292.429,355.806,360.081,382.947,230.389,171.376,170.666,159.67
188.502,192.582,221.715,434.472,660.039,356.507,288.219,269.521,252.634,207.553,299.933,398.768,424.015,432.106,230.26,168.956,167.9,158.337
188.394,187.677,213.026,371.719,660.968,376.405,295.302,276.41,255.569,211.129,312.187,449.953,473.942,434.718,212.086,168.577,165.797,158.134
182.35,184.448,208.827,324.35,628.691,401.927,331.91,272.801,253.106,217.402,324.083,496.654,519.263,413.639,196.618,164.935,167.342,158.22
183.51,180.147,203.184,288.74,580.698,434.472,349.889,280.447,258.416,218.318,332.991,549.786,547.939,359.422,189.884,163.467,162.738,155.465
181.155,182.516,199.757,269.062,498.415,439.252,382.066,291,257.634,216.437,356.675,624.279,556.005,305.352,184.994,162.928,164.892,152.697
179.074,177.752,196.899,244.922,432.325,445.924,427.507,300.261,261.681,232.916,368.414,719.871,546.528,269.501,177.065,165.932,164.722,154.259
182.177,177.029,195.89,243.516,401.071,423.827,488.073,318.037,273.609,223.621,400.518,748.853,515.515,248.067,175.83,162.505,166.99,152.555
175.017,178.445,197.594,242.189,352.463,380.311,509.174,344.444,279.122,233.659,410.623,735.689,429.114,226.202,176.584,162.673,160.815,153.584
176.382,177.365,194.656,233.901,333.058,333.202,503.49,352.189,279.625,235.958,436.577,719.205,362.508,218.589,173.067,162.818,163.697,155.325
176.926,177.697,190.577,230.521,323.662,300.833,538.656,393.04,279.244,239.367,469.601,720.202,319.313,215.927,171.508,165.897,163.072,152.262
174.505,173.655,192.36,226.952,301.125,285.499,540.913,406.117,288.353,240.598,508.92,740.971,296.775,209.862,175.59,163.009,162.902,154.822
172.49,171.505,192.325,225.127,301.186,267.46,514.01,423.646,297.844,254.154,508.963,686.405,276.265,203.848,170.964,164.507,159.524,152.829
171.448,170.273,189.91,225.438,290.074,252.287,464.483,448.734,311.475,269.35,518.046,578.806,267.5,201.361,169.523,163.951,159.663,153.445
173.32,171.677,190.917,225.938,275.277,243.44,406.753,455.378,336.5,288.608,540.61,483.598,253.111,203.355,173.601,161.072,164.29,151.46
171.224,169.316,188.493,226.325,284.971,243.094,366.208,472.941,361.919,320.196,586.463,432.739,243.045,197.897,169.689,162.839,161.375,153.616
173.786,168.808,186.513,222.067,281.965,239.029,333.448,470.707,379.362,344.904,617.313,397.287,237.116,202.801,168.25,160.404,161.622,151.318
168.441,172.074,186.296,223.035,282.248,233.196,317.785,477.053,412.834,388.048,628.368,365.563,234.859,200.692,170.588,164.428,160.65,152.002
167.212,169.613,185.206,219.742,266.907,233.305,296.122,420.069,440.719,402.955,589.031,336.223,232.455,196.255,170.338,162.206,161.275,152.768
168.803,169.289,190.235,222.297,279.604,235.889,286.705,382.032,491.066,441.958,519.951,323.883,229.73,195.235,168.166,163.78,160.337,152.24
168.138,169.435,185.596,217.781,268.421,228.352,280.41,352.918,514.506,440.672,457.862,309.358,228.116,191.554,171.868,160.199,161.535,153.477
168.766,170.045,187.25,216.512,270.36,229.991,272.372,333.516,522.544,438.849,414.368,295.431,225.631,193.994,169.947,161.231,162.139,151.34
170.608,170.429,182.452,216.839,266.325,225.428,264.743,320.521,510.925,405.817,378.399,291.117,226.295,192.639,171.483,165.329,159.136,151.01
166.99,168.879,184.32,222.74,269.232,223.018,267.847,305.037,464.691,376.232,359.926,294.639,226.394,192.578,168.51,162.371,160.406,150.787
172.611,164.913,180.465,218.223,273.331,220.833,264.552,303.809,424.275,333.939,342.534,290.557,225.528,193.003,168.994,162.804,161.352,151.778
169.837,165.547,184.783,221.756,262.524,222.314,272.729,284.641,385.541,298.093,317.433,297.425,233.051,194.018,168.582,162.79,161.375,153.995
169.197,167.5,182.311,220.735,265.441,226.053,262.167,279.569,354.984,280.048,305.377,290.202,228.023,194.267,174.861,164.902,160.208,152.963
168.68,164.731,186.039,223.737,269.064,219.481,263.743,283.71,327.091,253.656,291.233,292.076,228.583,196.633,170.723,166.25,160.632,153.988
169,168.424,187.004,228.647,268.338,216.047,261.944,272.497,302.997,244.058,288.687,291.056,231.328,200.475,168.462,169.227,165.522,157.531
165.99,167.432,182.704,222.917,266.1,217.786,258.868,282.463,299.866,234.817,289.678,289.496,228.72,202.311,167.813,161.049,162.607,165.178
167.901,166.073,180.91,222.304,258.949,219.977,255.549,279.112,291.909,231.145,278.227,286.108,224.866,195.683,170.872,159.85,161.01,163.191
166.167,164.582,179.754,225.092,262.842,226.496,257.993,275.718,286.116,219.498,284.503,291.106,223.323,193.628,168.244,163.638,160.638,157.345
166.766,165.479,185.026,225.661,264.81,222.408,257.128,273.407,286.806,219.675,299.767,278.481,227.692,194.792,171.038,160.72,160.255,156.389
166.985,166.534,188.772,234.069,267.479,220.663,255.003,273.285,270.953,218.958,288.11,277.724,225.341,194.22,172.206,165.727,164.188,157.885
179.919,174.485,195.535,247.68,274.183,224.308,260.295,271.513,272.472,214.543,290.773,282.214,227.987,201.062,174.426,167.773,168.728,162.653
190.421,182.953,212.151,284.779,287.666,221.179,252.472,273.992,268.469,211.518,285.816,279.393,231.735,200.795,176.557,177.019,172.427,169.342
206.475,202.132,235.86,329.007,319.341,226.815,253.09,265.184,267.781,211.772,284.433,283.205,231.467,210.979,185.099,182.014,184.568,173.548
210.8,210.711,259.737,359.827,338.286,230.29,253.812,278.949,262.266,209.598,279.009,276.862,234.025,211.883,181.269,186.428,182.555,176.259
211.931,223.452,263.706,378.797,354.37,229.038,254.878,261.947,270.241,207.498,268.825,279.358,233.765,213.604,180.702,182.605,187.249,181.531
213.01,231.269,265.689,386.892,350.81,232.651,252.559,272.731,262.553,201.865,273.138,277.88,230.636,208.346,175.25,177.701,186.985,181.89
218.648,231.327,265.643,394.357,356.559,230.252,253.462,268.5,256.828,208.492,273.534,273.073,233.258,208.349,176.342,173.827,190.494,181.951
219.887,233.908,255.998,388.447,367.363,226.279,252.476,268.572,260.778,206.103,282.727,276.056,227.343,205.537,177.481,175.888,191.835,181.377
219.948,242.689,266.579,398.325,370.26,231.501,249.934,268.705,262.888,203.096,267.153,274.836,229.215,206.804,178.92,171.995,192.56,187.462
221.138,235.423,260.706,387.906,364.315,232.067,253.993,266.191,261.409,202.08,270.485,277.393,226.689,204.613,173.819,168.192,193.005,187.281
220.697,237.626,262.636,393.048,379.116,232.185,253.309,270.58,260.5,204.45,257.497,273.047,231.854,200.138,178.013,167.668,194.907,182.342
226.202,244.618,263.897,409.184,386.289,228.777,253.247,269.277,263.234,201.968,263.009,271.232,222.49,204.302,176.826,167.435,196.203,190.247
225.768,241.113,264.36,408.631,390.521,239.531,250.951,272.128,258.625,204.63,263.012,271.607,229.667,207.235,176.828,166.918,196.344,190.516
228.126,246.334,255.871,411.546,399.489,238.927,248.691,264.694,252.981,206.341,265.586,276.009,228.927,201.724,174.803,168.897,187.884,189.56
225.315,243.685,269.125,415.122,408.051,238.842,247.226,266.625,252.812,202.756,264.561,275.158,233.04,206.76,177.296,166.799,186.879,186.328
233.099,244.981,273.425,435.415,405.338,234.836,255.927,266.035,258.303,199.585,265.028,282.947,228.859,202.795,176.523,168.724,178.308,192.235
234.53,251.806,288.5,432.995,424.193,238.422,248.858,264.436,251.197,205.457,258.294,266.798,234.866,204.223,173.914,167.886,181.231,191.892
242.244,251.2,282.965,464.938,428.251,241.648,259.656,265.66,255.581,200.765,257.883,269.76,232.987,205.815,176.023,165.236,177.139,189.384
241.256,254.935,287.877,472.332,445.347,245.214,256.528,266.141,255.925,204.74,259.433,272.818,233.313,209.235,175.517,165.741,173.856,194.533
233.97,250.598,286.732,470.378,446.424,252.299,261.476,273.423,254.488,203.048,273.175,270.103,229.432,204.047,175.994,168.801,167.424,184.33
236.022,251.182,289.989,482.535,460.322,248.991,264.649,268.995,249.884,197.428,259.969,270.519,231.043,207.924,177.645,167.54,170.787,178.472
221.475,239.771,275.296,469.419,451.28,248.463,255.719,262.303,251.056,204.1,260.874,269.041,230.417,203.809,178.04,169.956,164.625,166.565
208.709,223.898,266.184,478.894,453.502,244.475,259.41,262.737,259.894,203.283,271.807,280.648,233.803,218.352,186.99,172.621,164.735,164.198
202.315,213.744,251.175,472.7,459.161,246.757,259.031,271.266,254.197,205.887,265.058,278.994,238.391,245.677,199.697,175.047,164.848,160.489
192.323,199.81,240.61,465.889,497.196,251.572,265.319,263.934,256.028,202.637,274.031,294.66,264.275,286.499,217.12,172.428,165.429,158.09
188.362,194.624,226.2,454.728,510.023,260.261,262.896,267.176,250.734,208.659,277.693,305.727,293.634,337.947,220.349,172.43,165.537,157.012
187.394,188.74,215.553,442.251,546.248,274.255,268.76,269.088,256.316,209.682,283.985,336.595,348.328,371.616,223.015,170.026,161.666,158.714
182.308,184.321,205.596,373.59,560.363,301.554,282.535,267.606,257.884,213.875,296.521,404.592,431.346,410.513,214.288,166.414,162.486,155.961
181.517,179.221,201.711,326.392,570.633,323.941,292.747,272.074,255.481,217.302,310.454,458.809,486.674,423.138,202.811,167.171,164.817,156.21
176.759,175.494,197.375,293.3,545.733,357.311,309.017,273.141,256.766,218.569,324.607,501.789,505.972,386.595,187.086,164.002,161.455,155.443
176.436,174.789,191.261,266.581,476.206,378.695,344.132,281.423,259.528,220.437,340.037,557.968,531.414,326.874,182.231,165.759,162.766,155.034
173.756,174.366,190.454,251.813,407.167,386.46,381.003,294.535,260.9,226.27,362.681,632.261,524.917,279.235,180.09,164.65,160.751,150.944
176.03,175.34,194.939,238.636,371.961,377.666,420.816,300.497,264.122,233.116,385.083,675.531,505.199,252.692,178.525,165.914,163.882,154.797
171.665,172.824,195.583,238.735,337.482,351.66,463.823,323.056,271.453,237.228,411.294,732.601,444.225,233.622,173.567,165.14,161.383,157.381
175.436,173.082,190.82,230.002,311.852,312.93,480.649,329.293,283.2,240.045,431.874,757.296,375.162,221.305,172.292,166.028,161.779,155.142
171.791,169.698,189.189,224.357,303.656,282.628,493.365,345.247,280.822,245.161,447.865,733.299,333.295,214.276,171.33,166.752,165.802,152.313
170.579,172.668,193.599,231.249,285.527,257.889,469.778,380.899,294.987,267.109,470.678,701.516,289.253,206.038,173.95,162.194,161.193,151.939
167.219,170.226,189.057,229.382,280.354,246.308,403.33,392.082,325.728,280.225,487.92,595.117,270.821,204.196,170.95,164.236,163.427,155.748
171.281,169.632,188.026,223.984,280.235,236.51,361.67,406.09,340.819,295.019,514.761,500.686,252.778,204.806,172.929,164.292,162.049,153.888
168.397,168.887,184.156,229.401,272.103,230.273,332.236,457.255,366.706,325.029,560.138,422.226,244.732,202.044,171.985,165.554,160.972,154.8
169.82,168.537,185.732,221.721,281.219,229.889,317.906,461.024,402.303,354.36,619.696,392.249,238.379,197.343,172.284,165.164,161.072,153.355
167.377,168.706,188.292,221.631,271.074,232.378,297.771,459.277,423.45,380.691,621.718,353.504,235.078,200.566,170.817,160.855,160.1,154.413
168.926,170.11,186.831,221.242,274.08,225.669,287.545,442.798,460.05,407.338,568.896,337.284,236.568,195.63,170.254,162.336,163.015,155.174
167.975,166.356,185.202,224.233,268.17,229.572,271.823,404.473,490.506,435.463,519.589,318.082,233.328,201.768,170.849,166.271,162.679,150.848
166.328,166.013,187.127,221.91,274.235,222.085,268.333,366.332,517.322,467.389,485.393,310.862,226.955,197.971,171.584,164.666,162.869,151.587
168.825,164.285,184.899,220.539,265.023,221.399,267.615,340.75,531.159,465.312,444.883,302.457,224.412,193.587,173.905,166.96,160.758,154.296
164.456,167.677,182.059,219.961,269.572,218.507,254.698,323.973,540.422,446.203,397.239,296.173,229.301,194.578,171.26,165.334,163.871,155.005
165.281,166.948,181.95,218.765,260.376,224.88,261.021,309.668,514.638,428.945,372.598,289.613,224.583,195.22,172.851,164.007,162.373,152.477
166.293,168.866,185.805,220.274,258.331,221.352,255.351,302.862,474.228,383.714,345.021,290.232,223.414,196.619,172.401,163.9,163.098,152.677
168.352,166.713,182.318,218.336,262.527,220.824,258.326,285.614,430.55,339.26,328.742,282.328,222.753,196.572,170.981,165.86,161.522,153.621
167.042,167.16,184.25,220.385,267.039,214.073,254.33,280.681,397.306,307.608,315.206,290.038,226.553,193.167,170.996,164.435,162.781,150.958
162.224,168.056,184.95,227.47,259.071,221.044,252.552,275.729,366.022,284.273,305.42,283.167,226.987,194.496,172.17,162.301,162.931,151.721
170.02,168.381,189.829,235.067,263.553,221.021,253.538,281.045,331.737,259.232,294.298,293.827,226.99,199.504,174.237,162.371,160.817,150.313
171.559,167.771,192.855,239.892,268.968,228.543,251.951,271.604,316.062,252.675,291.442,306.018,230.263,196.918,172.053,167.521,162.661,152.054
169.424,170.337,193.864,248.235,284.585,225.299,258.045,273.306,306.869,239.547,280.058,303.079,236.356,199.249,174.487,165.224,163.501,155.944
172.97,172.455,196.355,253.91,289.977,222.689,261.194,275.782,296.819,230.424,284.969,310.059,236.48,201.328,172.937,167.047,164.234,153.418
179.209,176.068,203.825,265.38,281.955,227.126,259.753,270.165,287.944,226.193,282.503,302.557,232.965,198.71,175.267,167.682,163.895,152.438
185.48,179.855,203.208,270.85,294.849,223.472,263.66,280.415,280.044,221.315,284.66,302.701,230.051,198.783,174.954,167.332,164.031,156.112
